,alarm_box_borough,alarm_box_location,alarm_box_number,alarm_level_index_description,alarm_source_description_tx,citycouncildistrict,communitydistrict,communityschooldistrict,congressionaldistrict,dispatch_response_seconds_qy,engines_assigned_quantity,first_activation_datetime,first_assignment_datetime,first_on_scene_datetime,highest_alarm_level,incident_borough,incident_classification,incident_classification_group,incident_close_datetime,incident_datetime,incident_response_seconds_qy,incident_travel_tm_seconds_qy,ladders_assigned_quantity,other_units_assigned_quantity,policeprecinct,starfire_incident_id,valid_dispatch_rspns_time_indc,valid_incident_rspns_time_indc,zipcode,Address,Lat,Lon
806,BRONX,WESTCHESTER AVE & 156 ST,2291,Initial Alarm,UCT/911,17,201,8,15,13,0,2017-01-05T15:26:07.000,2017-01-05T15:25:42.000,2017-01-05T15:29:12.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-05T15:48:26.000,2017-01-05T15:25:29.000,223,210,1,0,40,1.70E+15,N,Y,10455,"WESTCHESTER AVE & 156 ST, New York, NY 10455",40.831368,-73.8681553
807,MANHATTAN,7 AVE & W 50 ST,855,Initial Alarm,Private Fire Alarm,4,105,2,12,58,3,2017-05-03T15:43:36.000,2017-05-03T15:43:28.000,2017-05-03T15:48:27.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-05-03T16:06:27.000,2017-05-03T15:42:30.000,357,299,2,1,18,1.71E+15,N,Y,10019,"7 AVE & W 50 ST, New York, NY 10019",40.667258,-73.9815295
808,BROOKLYN,DUMONT AV & PENNSYLVANIA AV/G. PAYNE AVE,1724,Initial Alarm,UCT/911,42,305,19,8,22,2,2017-07-01T02:49:17.000,2017-07-01T02:48:46.000,2017-07-01T02:52:32.000,First Alarm,BROOKLYN,Utility Emergency - Gas,NonMedical Emergencies,2017-07-01T03:09:43.000,2017-07-01T02:48:24.000,248,226,1,1,75,1.72E+15,N,Y,11207,"DUMONT AV & PENNSYLVANIA AV/G. PAYNE AVE, New York, NY 11207",40.667845,-73.884004
809,BROOKLYN,DITMAS AVE & EAST 21 ST,2456,Initial Alarm,EMS Link/Medical,40,314,22,9,6,1,2017-12-13T04:22:35.000,2017-12-13T04:22:08.000,2017-12-13T04:27:22.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-12-13T05:18:41.000,2017-12-13T04:22:02.000,320,314,0,0,70,1.73E+15,N,Y,11226,"DITMAS AVE & EAST 21 ST, New York, NY 11226",40.6366606,-73.9679811
810,QUEENS,LINDEN BLVD & 199 ST,5368,DEFAULT RECORD,PD Link/Medical,27,412,29,5,16,1,2017-08-01T02:13:03.000,2017-08-01T02:12:43.000,2017-08-01T02:16:01.000,First Alarm,QUEENS,Medical MFA - PD Link,Medical MFAs,2017-08-01T02:19:35.000,2017-08-01T02:12:27.000,214,198,0,0,113,1.72E+15,N,Y,11412,"LINDEN BLVD & 199 ST, New York, NY 11412",40.6579899,-73.8961789
811,MANHATTAN,IRT 1-2-3 ? W 14 ST & 7 AVE,7322,Initial Alarm,PD Link/Medical,3,102,2,10,10,1,2017-12-05T09:40:54.000,2017-12-05T09:40:23.000,2017-12-05T09:47:02.000,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-12-05T09:54:10.000,2017-12-05T09:40:13.000,409,399,0,0,6,1.73E+15,N,Y,10011,"IRT 1-2-3 ? W 14 ST & 7 AVE, New York, NY 10011",40.7382109,-73.9999234
812,RICHMOND / STATEN ISLAND,SAXON & RICHMOND AVES,2769,Initial Alarm,EMS Link/Medical,51,502,31,11,6,1,2017-05-21T17:15:08.000,2017-05-21T17:13:17.000,2017-05-21T17:17:20.000,First Alarm,RICHMOND / STATEN ISLAND,Medical - Assist Civilian,Medical Emergencies,2017-05-21T17:29:03.000,2017-05-21T17:13:11.000,249,243,0,0,121,1.71E+15,N,Y,10314,"SAXON & RICHMOND AVES, New York, NY 10314",40.593649,-74.159256
813,QUEENS,ROOSEVELT AVE & 82 ST,7842,Initial Alarm,EMS Link/Medical,25,404,24,14,9,1,2017-02-16T17:51:28.000,2017-02-16T17:51:10.000,2017-02-16T17:56:04.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-02-16T18:09:07.000,2017-02-16T17:51:01.000,303,294,0,0,110,1.70E+15,N,Y,11373,"ROOSEVELT AVE & 82 ST, New York, NY 11373",40.7499024,-73.8624932
814,QUEENS,34 AVE & 21 ST,7435,Initial Alarm,Phone,26,401,30,12,64,3,2017-02-04T01:17:52.000,2017-02-04T01:17:25.000,2017-02-04T01:21:53.000,First Alarm,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,2017-02-04T01:38:35.000,2017-02-04T01:16:21.000,332,268,2,1,114,1.70E+15,N,Y,11106,"34 AVE & 21 ST, New York, NY 11106",40.7226345,-73.9860342
815,BRONX,WESTCHESTER & COLGATE AVES,2899,Initial Alarm,Phone,17,209,8,15,60,2,2017-11-12T22:45:11.000,2017-11-12T22:45:01.000,2017-11-12T22:48:09.000,First Alarm,BRONX,Utility Emergency - Gas,NonMedical Emergencies,2017-11-12T23:01:42.000,2017-11-12T22:44:01.000,248,188,2,1,43,1.73E+15,N,Y,10472,"WESTCHESTER & COLGATE AVES, New York, NY 10472",40.828368,-73.881979
816,BROOKLYN,DUMONT & STONE AVES/MOTHER GASTON BLVD,1689,Initial Alarm,UCT/911,41,316,23,9,6,0,2017-01-16T10:53:33.000,2017-01-16T10:53:17.000,2017-01-16T10:59:49.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-16T11:09:08.000,2017-01-16T10:53:11.000,398,392,1,0,73,1.70E+15,N,Y,11212,"DUMONT & STONE AVES/MOTHER GASTON BLVD, New York, NY 11212",40.9406541,-73.9968051
817,BROOKLYN,SURF AVE & W 16 ST,3554,Initial Alarm,PD Link/Medical,47,313,21,8,9,1,2017-06-16T15:50:34.000,2017-06-16T15:50:13.000,2017-06-16T15:52:56.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-06-16T16:01:19.000,2017-06-16T15:50:04.000,172,163,0,0,60,1.72E+15,N,Y,11224,"SURF AVE & W 16 ST, New York, NY 11224",40.5740675,-73.989408
818,MANHATTAN,AMSTERDAM AVE & 95 ST,1228,Initial Alarm,Private Fire Alarm,6,107,3,10,47,1,2017-09-20T10:21:35.000,2017-09-20T10:21:26.000,2017-09-20T10:24:59.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-09-20T10:29:29.000,2017-09-20T10:20:39.000,260,213,1,0,24,1.73E+15,N,Y,10025,"AMSTERDAM AVE & 95 ST, New York, NY 10025",40.8134111,-73.9562384
819,BROOKLYN,BAY 13 & 86 ST,2899,Initial Alarm,EMS Link/Medical,43,311,20,11,5,1,2017-09-28T17:37:43.000,2017-09-28T17:36:22.000,2017-09-28T17:39:54.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-09-28T17:46:48.000,2017-09-28T17:36:17.000,217,212,0,0,62,1.73E+15,N,Y,11214,"BAY 13 & 86 ST, New York, NY 11214",40.609591,-74.006489
820,QUEENS,NORTHERN BLVD & 42 ST,7260,Initial Alarm,PD Link/Medical,26,401,30,12,4,1,2017-10-08T14:33:17.000,2017-10-08T14:32:53.000,NA,First Alarm,QUEENS,Medical - PD Link 10-91,Medical Emergencies,2017-10-08T14:37:44.000,2017-10-08T14:32:49.000,0,0,0,0,114,1.73E+15,N,N,11101,"NORTHERN BLVD & 42 ST, New York, NY 11101",40.753072,-73.921498
821,BRONX,WALLACE AVE & WILLIAMSBRIDGE RD,3462,Initial Alarm,EMS Link/Medical,13,211,11,14,6,1,2017-06-21T11:44:43.000,2017-06-21T11:44:22.000,2017-06-21T11:49:49.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-06-21T12:11:24.000,2017-06-21T11:44:16.000,333,327,0,0,49,1.72E+15,N,Y,10467,"WALLACE AVE & WILLIAMSBRIDGE RD, New York, NY 10467",40.8585752,-73.8646474
822,QUEENS,35 AVE & 21 ST,7379,Initial Alarm,EMS Link/Medical,26,401,30,12,10,1,2017-08-11T01:21:49.000,2017-08-11T01:21:21.000,2017-08-11T01:25:36.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-08-11T01:35:24.000,2017-08-11T01:21:11.000,265,255,0,0,114,1.72E+15,N,Y,11106,"35 AVE & 21 ST, New York, NY 11106",40.761351,-73.935372
823,BRONX,MACE & CRUGER AVES,3440,Initial Alarm,UCT/911,15,211,11,14,10,1,2017-08-25T17:59:49.000,2017-08-25T17:59:38.000,2017-08-25T18:07:24.000,First Alarm,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,2017-08-25T18:18:34.000,2017-08-25T17:59:28.000,476,466,1,0,49,1.72E+15,N,Y,10467,"MACE & CRUGER AVES, New York, NY 10467",40.7255285,-73.9781384
824,BROOKLYN,4 AVE & SACKETT ST,1248,Initial Alarm,Private Fire Alarm,33,306,13,7,70,2,2017-11-25T21:19:22.000,2017-11-25T21:19:00.000,2017-11-25T21:22:08.000,First Alarm,BROOKLYN,Multiple Dwelling 'B' Fire,Structural Fires,2017-11-25T21:30:34.000,2017-11-25T21:17:50.000,258,188,2,3,78,1.73E+15,N,Y,11217,"4 AVE & SACKETT ST, New York, NY 11217",40.6763747,-73.9850181
825,QUEENS,ROCKAWAY BEACH BLVD & BEACH 126 ST,1397,Initial Alarm,PD Link/Medical,32,414,27,5,5,1,2017-04-17T11:15:32.000,2017-04-17T11:15:20.000,NA,First Alarm,QUEENS,Medical - PD Link 10-91,Medical Emergencies,2017-04-17T11:19:14.000,2017-04-17T11:15:15.000,0,0,0,0,100,1.71E+15,N,N,11694,"ROCKAWAY BEACH BLVD & BEACH 126 ST, New York, NY 11694",40.5831381,-73.8226613
826,MANHATTAN,LEXINGTON AVE & 67 ST,987,Initial Alarm,PD Link/Medical,4,108,2,12,13,1,2017-05-22T19:57:42.000,2017-05-22T19:56:04.000,2017-05-22T19:59:38.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-05-22T20:11:14.000,2017-05-22T19:55:51.000,227,214,0,0,19,1.71E+15,N,Y,10065,"LEXINGTON AVE & 67 ST, New York, NY 10065",40.7382169,-73.9856803
827,MANHATTAN,LEXINGTON AVE & 85 ST,1157,Initial Alarm,Private Fire Alarm,4,108,2,12,80,1,2017-03-04T19:45:14.000,2017-03-04T19:45:03.000,2017-03-04T19:52:28.000,First Alarm,MANHATTAN,Other Commercial Building Fire,Structural Fires,2017-03-04T20:08:42.000,2017-03-04T19:43:43.000,525,445,1,1,19,1.71E+15,N,Y,10028,"LEXINGTON AVE & 85 ST, New York, NY 10028",40.7382169,-73.9856803
828,MANHATTAN,BROADWAY & SPRING ST,321,Initial Alarm,UCT/911,1,102,2,10,16,1,2017-01-08T14:16:24.000,2017-01-08T14:16:05.000,NA,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-08T14:19:03.000,2017-01-08T14:15:49.000,0,0,1,0,5,1.70E+15,N,N,10012,"BROADWAY & SPRING ST, New York, NY 10012",40.722693,-73.999165
829,BROOKLYN,DE KALB AVE & FLATBUSH AVE EXT,596,Initial Alarm,PD Link/Medical,35,302,13,8,9,1,2017-11-14T08:28:09.000,2017-11-14T08:27:50.000,2017-11-14T08:31:50.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-11-14T08:35:29.000,2017-11-14T08:27:41.000,249,240,0,0,88,1.73E+15,N,Y,11201,"DE KALB AVE & FLATBUSH AVE EXT, New York, NY 11201",40.6918884,-73.9470721
830,MANHATTAN,BROADWAY & W 34 ST,714,Initial Alarm,Private Fire Alarm,3,105,2,12,67,1,2017-06-08T08:31:50.000,2017-06-08T08:31:41.000,2017-06-08T08:39:23.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-06-08T08:48:29.000,2017-06-08T08:30:34.000,529,462,1,1,14,1.72E+15,N,Y,10001,"BROADWAY & W 34 ST, New York, NY 10001",40.750171,-73.988449
831,QUEENS,25TH AVE AND CURTIS ST,7705,Initial Alarm,EMS Link/Medical,21,403,30,14,6,1,2017-09-13T22:58:55.000,2017-09-13T22:58:27.000,2017-09-13T23:01:43.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-09-13T23:13:27.000,2017-09-13T22:58:21.000,202,196,0,0,115,1.73E+15,N,Y,11369,"25TH AVE AND CURTIS ST, New York, NY 11369",40.7660928,-73.8667647
832,BRONX,UNIVERSITY AVE & FATHER ZEISER PL,3359,Initial Alarm,PD Link/Medical,14,207,10,13,333,1,2017-08-28T15:58:42.000,2017-08-28T15:58:35.000,NA,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-08-28T16:01:27.000,2017-08-28T15:53:02.000,0,0,0,0,52,1.72E+15,N,N,10468,"UNIVERSITY AVE & FATHER ZEISER PL, New York, NY 10468",40.864219,-73.904029
833,BRONX,ARLINGTON AVE & W 256 ST,3931,Initial Alarm,EMS Link/Medical,11,208,10,16,6,1,2017-02-11T07:44:50.000,2017-02-11T07:44:14.000,2017-02-11T07:50:28.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-02-11T08:05:46.000,2017-02-11T07:44:08.000,380,374,0,0,50,1.70E+15,N,Y,10471,"ARLINGTON AVE & W 256 ST, New York, NY 10471",40.909296,-73.906802
834,QUEENS,82 AVE & WOODHAVEN BLVD,5147,DEFAULT RECORD,UCT/911,30,405,24,6,18,1,2017-09-01T17:53:47.000,2017-09-01T17:53:28.000,2017-09-01T17:58:12.000,First Alarm,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,2017-09-01T18:00:49.000,2017-09-01T17:53:10.000,302,284,1,0,104,1.72E+15,N,Y,11385,"82 AVE & WOODHAVEN BLVD, New York, NY 11385",40.7129215,-73.826966
835,BROOKLYN,GLENWOOD RD & E 108 ST,2148,Initial Alarm,EMS Link/Medical,42,318,18,8,6,1,2017-01-06T22:21:17.000,2017-01-06T22:20:54.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-01-06T22:23:16.000,2017-01-06T22:20:48.000,0,0,0,0,69,1.70E+15,N,N,11236,"GLENWOOD RD & E 108 ST, New York, NY 11236",40.65067,-73.894445
836,QUEENS,90 AVE & 181 ST,5245,Initial Alarm,Verbal,27,412,29,5,52,1,2017-01-23T09:32:01.000,2017-01-23T09:32:01.000,2017-01-23T09:32:19.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-01-23T10:03:55.000,2017-01-23T09:31:09.000,70,18,1,0,103,1.70E+15,N,Y,11432,"90 AVE & 181 ST, New York, NY 11432",40.711219,-73.780894
837,BROOKLYN,MERMAID AVE & W 33 ST,3528,Initial Alarm,Phone,47,313,21,8,35,0,2017-08-11T17:21:52.000,2017-08-11T17:21:36.000,2017-08-11T17:27:43.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-08-11T17:35:42.000,2017-08-11T17:21:01.000,402,367,1,0,60,1.72E+15,N,Y,11224,"MERMAID AVE & W 33 ST, New York, NY 11224",40.5764828,-73.9850101
838,MANHATTAN,PITT & BROOME STS,266,Initial Alarm,UCT/911,1,103,1,12,3,0,2017-07-09T23:27:44.000,2017-07-09T23:27:17.000,2017-07-09T23:34:06.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-09T23:34:51.000,2017-07-09T23:27:14.000,412,409,1,0,7,1.72E+15,N,Y,10002,"PITT & BROOME STS, New York, NY 10002",40.716123,-73.983654
839,BRONX,BRONXWOOD AVE & E 228 ST,3803,Initial Alarm,UCT/911,12,212,11,16,11,1,2017-06-01T19:35:39.000,2017-06-01T19:35:13.000,2017-06-01T19:40:12.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-06-01T19:45:50.000,2017-06-01T19:35:02.000,310,299,1,0,47,1.72E+15,N,Y,10466,"BRONXWOOD AVE & E 228 ST, New York, NY 10466",40.876858,-73.8597735
840,BROOKLYN,ROGERS AVE & CARROLL ST,1095,Initial Alarm,EMS Link/Medical,35,309,17,9,24,1,2017-04-13T17:01:20.000,2017-04-13T17:00:48.000,2017-04-13T17:06:02.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-04-13T17:24:25.000,2017-04-13T17:00:24.000,338,314,0,0,71,1.71E+15,N,Y,11225,"ROGERS AVE & CARROLL ST, New York, NY 11225",40.6564949,-73.9530996
841,BROOKLYN,NEW UTRECHT AVE & 52 ST,2590,Initial Alarm,EMS Link/Medical,44,312,20,10,6,1,2017-01-17T23:12:56.000,2017-01-17T23:12:36.000,2017-01-17T23:16:20.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-01-17T23:40:05.000,2017-01-17T23:12:30.000,230,224,0,0,66,1.70E+15,N,Y,11219,"NEW UTRECHT AVE & 52 ST, New York, NY 11219",40.6263875,-73.9969283
842,MANHATTAN,ST. NICHOLAS AVE & 116 ST,1387,Initial Alarm,Phone,9,110,3,13,59,1,2017-12-27T09:34:12.000,2017-12-27T09:33:51.000,NA,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-12-27T09:38:09.000,2017-12-27T09:32:52.000,0,0,0,0,28,1.74E+15,N,N,10026,"ST. NICHOLAS AVE & 116 ST, New York, NY 10026",40.828552,-73.9422999
843,BROOKLYN,N SVC RD SHORE PWAY 300' E ROCKAWAY PWY,2200,Initial Alarm,UCT/911,46,318,18,8,6,2,2017-11-22T02:17:17.000,2017-11-22T02:16:46.000,2017-11-22T02:22:52.000,First Alarm,BROOKLYN,Utility Emergency - Gas,NonMedical Emergencies,2017-11-22T03:01:01.000,2017-11-22T02:16:40.000,372,366,2,1,69,1.73E+15,N,Y,11236,"N SVC RD SHORE PWAY 300' E ROCKAWAY PWY, New York, NY 11236",40.659949,-73.919349
844,BRONX,OGDEN AVE & W 167 ST,2578,Initial Alarm,Phone,16,204,9,15,42,0,2017-07-22T22:17:38.000,2017-07-22T22:17:26.000,2017-07-22T22:20:24.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-22T22:25:25.000,2017-07-22T22:16:44.000,220,178,1,0,44,1.72E+15,N,Y,10452,"OGDEN AVE & W 167 ST, New York, NY 10452",40.836944,-73.927123
845,BROOKLYN,LENOX RD & E 92 ST,2201,Initial Alarm,PD Link/Medical,41,317,18,9,6,1,2017-11-15T00:50:37.000,2017-11-15T00:50:21.000,NA,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-11-15T00:52:03.000,2017-11-15T00:50:15.000,0,0,0,0,67,1.73E+15,N,N,11212,"LENOX RD & E 92 ST, New York, NY 11212",40.657004,-73.922132
846,BRONX,ADEE & MATTHEWS AVES,3471,Initial Alarm,EMS Link/Medical,12,212,11,16,6,1,2017-09-08T09:31:54.000,2017-09-08T09:31:27.000,2017-09-08T09:37:17.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-09-08T09:42:20.000,2017-09-08T09:31:21.000,356,350,0,0,47,1.73E+15,N,Y,10467,"ADEE & MATTHEWS AVES, New York, NY 10467",40.869622,-73.862447
847,BROOKLYN,PROSPECT PARK W & 4 ST,1218,DEFAULT RECORD,Private Fire Alarm,39,306,15,9,55,2,2017-05-06T14:48:51.000,2017-05-06T14:48:35.000,2017-05-06T14:53:16.000,First Alarm,BROOKLYN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,2017-05-06T14:59:26.000,2017-05-06T14:47:40.000,336,281,2,2,78,1.71E+15,N,Y,11215,"PROSPECT PARK W & 4 ST, New York, NY 11215",40.6644957,-73.9769418
848,BROOKLYN,LINDEN BLVD-BTW FOUNTAIN & EUCLID AVE,2035,Initial Alarm,UCT/911,42,305,19,8,7,0,2017-01-29T23:11:10.000,2017-01-29T23:10:49.000,2017-01-29T23:16:12.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-29T23:28:08.000,2017-01-29T23:10:42.000,330,323,1,0,75,1.70E+15,N,Y,11208,"LINDEN BLVD-BTW FOUNTAIN & EUCLID AVE, New York, NY 11208",40.6579899,-73.8961789
849,BROOKLYN,5 AVE & 66 ST,2640,Initial Alarm,Verbal,38,307,20,7,56,1,2017-04-06T15:41:32.000,2017-04-06T15:41:13.000,2017-04-06T15:44:13.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-04-06T15:55:14.000,2017-04-06T15:40:17.000,236,180,1,0,72,1.71E+15,N,Y,11220,"5 AVE & 66 ST, New York, NY 11220",40.7314123,-73.9969848
850,BRONX,CLINTON AVE & 179 ST,3130,Initial Alarm,Private Fire Alarm,15,206,12,15,67,3,2017-08-29T23:37:03.000,2017-08-29T23:36:45.000,2017-08-29T23:40:35.000,First Alarm,BRONX,Hospital Fire,Structural Fires,2017-08-29T23:48:37.000,2017-08-29T23:35:38.000,297,230,2,1,48,1.72E+15,N,Y,10457,"CLINTON AVE & 179 ST, New York, NY 10457",40.6903067,-73.9682473
851,BRONX,IND B&D ? E 174 ST & GRAND CONCOURSE,7216,Initial Alarm,PD Link/Medical,14,204,9,15,11,1,2017-10-31T22:07:42.000,2017-10-31T22:07:27.000,NA,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-10-31T22:11:49.000,2017-10-31T22:07:16.000,0,0,0,0,44,1.73E+15,N,N,10452,"IND B&D ? E 174 ST & GRAND CONCOURSE, New York, NY 10452",40.844873,-73.912643
852,QUEENS,19TH AVE AND 45TH ST,7599,Initial Alarm,UCT/911,22,401,30,14,17,1,2017-02-12T17:09:48.000,2017-02-12T17:09:25.000,2017-02-12T17:15:11.000,First Alarm,QUEENS,Manhole Fire - Seeping Smoke,NonStructural Fires,2017-02-12T17:27:13.000,2017-02-12T17:09:08.000,363,346,1,0,114,1.70E+15,N,Y,11105,"19TH AVE AND 45TH ST, New York, NY 11105",40.776247,-73.8965681
853,MANHATTAN,2 AVE & E 51 ST,861,Initial Alarm,PD Link/Medical,4,106,2,12,3,1,2017-07-22T04:22:50.000,2017-07-22T04:22:24.000,2017-07-22T04:31:37.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-07-22T04:34:02.000,2017-07-22T04:22:21.000,556,553,0,0,17,1.72E+15,N,Y,10022,"2 AVE & E 51 ST, New York, NY 10022",40.755506,-73.968065
854,RICHMOND / STATEN ISLAND,INNIS ST & TRANTOR PL,915,Initial Alarm,UCT/911,49,501,31,11,23,1,2017-10-30T17:22:03.000,2017-10-30T17:21:30.000,2017-10-30T17:25:16.000,First Alarm,RICHMOND / STATEN ISLAND,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-10-30T17:46:19.000,2017-10-30T17:21:07.000,249,226,0,0,121,1.73E+15,N,Y,10302,"INNIS ST & TRANTOR PL, New York, NY 10302",40.6339527,-74.1434615
855,MANHATTAN,3 AVE & E 78 ST,1079,Initial Alarm,PD Link/Medical,4,108,2,12,7,1,2017-02-26T15:36:14.000,2017-02-26T15:35:45.000,2017-02-26T15:39:49.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-02-26T15:49:13.000,2017-02-26T15:35:38.000,251,244,0,0,19,1.71E+15,N,Y,10075,"3 AVE & E 78 ST, New York, NY 10075",40.8327336,-73.9050357
856,BRONX,WEBSTER AVE & E 174 ST,2918,Initial Alarm,EMS Link/Medical,NA,NA,NA,NA,8,1,2017-06-29T11:16:48.000,2017-06-29T11:16:23.000,2017-06-29T11:19:55.000,First Alarm,BRONX,Medical - EMS Link 10-91,Medical Emergencies,2017-06-29T11:26:04.000,2017-06-29T11:16:15.000,220,212,0,0,NA,1.72E+15,N,Y,NA,"WEBSTER AVE & E 174 ST, New York, NY NA",40.8648841,-73.8873042
857,QUEENS,SUTPHIN & LINDEN BLVDS,1921,DEFAULT RECORD,ERS No Contact,NA,NA,NA,NA,4,1,2017-12-24T03:42:21.000,2017-12-24T03:42:09.000,2017-12-24T03:46:21.000,First Alarm,QUEENS,Non-Medical MFA - ERS No Contact,NonMedical MFAs,2017-12-24T03:47:35.000,2017-12-24T03:42:05.000,256,252,0,0,NA,1.74E+15,N,Y,NA,"SUTPHIN & LINDEN BLVDS, New York, NY NA",40.6900109,-73.7968117
858,RICHMOND / STATEN ISLAND,HAMPTON PL & CHARLESTON AV,3732,Initial Alarm,Phone,51,503,31,11,35,0,2017-07-01T20:46:47.000,2017-07-01T20:46:29.000,2017-07-01T20:53:51.000,First Alarm,RICHMOND / STATEN ISLAND,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-01T21:00:16.000,2017-07-01T20:45:54.000,477,442,1,0,123,1.72E+15,N,Y,10309,"HAMPTON PL & CHARLESTON AV, New York, NY 10309",40.54982,-74.214601
859,QUEENS,103 AVE & 117 ST,6035,Initial Alarm,EMS Link/Medical,28,409,27,5,4,1,2017-05-05T07:41:00.000,2017-05-05T07:40:35.000,2017-05-05T07:46:14.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-05-05T08:01:59.000,2017-05-05T07:40:31.000,343,339,0,0,102,1.71E+15,N,Y,11419,"103 AVE & 117 ST, New York, NY 11419",40.687465,-73.826712
860,BRONX,UNION AVE & HOME ST,2558,Initial Alarm,EMS Link/Medical,16,203,12,15,5,1,2017-12-08T10:51:44.000,2017-12-08T10:51:17.000,2017-12-08T10:55:06.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-12-08T12:14:43.000,2017-12-08T10:51:12.000,234,229,0,0,42,1.73E+15,N,Y,10456,"UNION AVE & HOME ST, New York, NY 10456",40.827709,-73.899796
861,BRONX,ORLOFF AVE & CANNON PL,3558,Initial Alarm,PD Link/Medical,11,208,10,13,26,1,2017-05-15T15:26:41.000,2017-05-15T15:26:18.000,NA,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-05-15T16:23:21.000,2017-05-15T15:25:52.000,0,0,0,0,50,1.71E+15,N,N,10463,"ORLOFF AVE & CANNON PL, New York, NY 10463",40.8839783,-73.894522
862,QUEENS,50 AVE & 47 ST,7296,Initial Alarm,UCT/911,26,402,24,14,28,0,2017-10-24T06:47:18.000,2017-10-24T06:46:49.000,2017-10-24T07:03:59.000,First Alarm,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-10-24T07:07:50.000,2017-10-24T06:46:21.000,1058,1030,1,0,108,1.73E+15,N,Y,11377,"50 AVE & 47 ST, New York, NY 11377",40.737366,-73.918916
863,MANHATTAN,W 115 ST & LENOX AVE\MALCOLM X BLVD,1376,Initial Alarm,PD Link/Medical,9,110,3,13,16,1,2017-12-22T17:01:34.000,2017-12-22T17:00:30.000,2017-12-22T17:05:49.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-12-22T18:11:38.000,2017-12-22T17:00:14.000,335,319,0,0,28,1.74E+15,N,Y,10026,"W 115 ST & LENOX AVE\MALCOLM X BLVD, New York, NY 10026",40.80138,-73.950238
864,QUEENS,72 AVE & 164 ST,6616,Initial Alarm,UCT/911,24,408,25,6,8,3,2017-03-26T16:51:24.000,2017-03-26T16:51:16.000,2017-03-26T16:54:54.000,First Alarm,QUEENS,Manhole Fire - Other,NonStructural Fires,2017-03-26T17:02:52.000,2017-03-26T16:51:08.000,226,218,2,1,107,1.71E+15,N,Y,11365,"72 AVE & 164 ST, New York, NY 11365",40.728484,-73.805154
